group,WQSC,location,river,state,Latitude,Longitude
"NOT Class C",3284,"SINDH RIVER AT SONAMARG D/S","SINDH RIVER","JAMMU & KASHMIR","34.307819","75.283686"
"NOT Class C",3285,"SINDH RIVER AT WAIL BRIDGE","SINDH RIVER","JAMMU & KASHMIR","34.229837","74.762405"
"NOT Class C",3286,"SINDH RIVER AT DUDERHAMA","SINDH RIVER","JAMMU & KASHMIR","34.21323","74.768681"
"NOT Class C",3287,"SINDH RIVER AT RANGIL, SRINAGAR","SINDH RIVER","JAMMU & KASHMIR","34.195508","74.769814"
"Class C",33,"CAUVERY AT KRS DAM, BALAMURIKSHETRA",CAUVERY,KARNATAKA,"12.425291","76.57265"
"NOT Class C",3305,"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",BANJAR,"MADHYA PRADESH","22.049425","80.716076"
"Class C",3306,"CHOUPAN AT VIJAYPUR U/S NFL NALLA, GUNA",CHOUPAN,"MADHYA PRADESH","24.516301","77.147711"
"NOT Class C",3307,"CHOUPAN AT VIJAYPUR 100 METRE D/S OF NFL NALLA, GUNA",CHOUPAN,"MADHYA PRADESH","24.51305","77.155586"
"NOT Class C",3309,"CHAMBAL AT TAL VILLAGE NEAR BRIDGE, UJJAIN",CHAMBAL,"MADHYA PRADESH","23.725166","75.377851"
"NOT Class C",3310,"CHAMLA AT W/S INTAKE POINT BADNAGAR, UJJAIN",CHAMLA,"MADHYA PRADESH","23.056541","75.388095"
"Class C",3311,"JAMUNI AT BARIYAGHAT U/S NEAR INTAKE POINT, TIKAMGARH",JAMUNI,"MADHYA PRADESH","24.746865","78.829917"
"Class C",3312,"KANHAN AT CHINDWARA BEFORE MIXING BOREGAON GROWTH CENTRE NALLA, JABALPUR",KANHAN,"MADHYA PRADESH","22.061124","78.952935"
"Class C",3313,"KARIYARI U/S BEFORE MIXING WITH WASTE WATER OF M/S J.P. CEMENT , REWA",KARIYARI,"MADHYA PRADESH","24.5415","81.1523"
"Class C",3314,"KARIYARI 100 MTR. D/S AFTER MIXING WITH WASTE WATER OF M/S J.P. CEMENT, REWA","KARIYARI 100 MTR.","MADHYA PRADESH","24.5849","81.1207"
"NOT Class C",3316,"KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN",KSHIPRA,"MADHYA PRADESH","23.486294","75.654008"
"Class C",3317,"KSHIPRA AT W/S INTAKE POINT OF DEWAS, UJJAIN",KSHIPRA,"MADHYA PRADESH","22.969472","76.056836"
"Class C",3318,"MAHI AT RANISINGH VILLAGE, RATLAM, UJJAIN",MAHI,"MADHYA PRADESH","23.177764","74.92737"
"NOT Class C",3319,"NEWAJ AT W/S INTAKE POINT, SHUJALPUR, UJJAIN",NEWAJ,"MADHYA PRADESH","23.389808","76.720364"
"Class C",3320,"NEWAJ AT U/S NEAR W/S INTAKE POINT, RAJGARH, GUNA",NEWAJ,"MADHYA PRADESH","24.010655","76.734197"
"Class C",3321,"NARMADA AT AMARKANTAK FROM ORIGIN POINT, REWA RIVER NARMADA AT DINDORI,U/S INTAKE POINT,DISTT.DINDORI(M.P.)",NARMADA,"MADHYA PRADESH","22.672558","81.766411"
"Class C",3327,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",SONE,"MADHYA PRADESH","23.200563","81.588112"
"Class C",3330,"WAINGANGA AT CHHAPARA, NEAR W/S INTAKE POINT, JABALPUR",WAINGANGA,"MADHYA PRADESH","22.396132","79.540674"
"Class C",3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA","DAMRING RIVER (KRISHNEI RIVER)",MEGHALAYA,"25.904203","90.606251"
"NOT Class C",3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA,","MANDA RIVER (DUDHAI RIVER)",MEGHALAYA,"25.65076","90.80859"
"Class C",3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI","MANDA RIVER (DUDHAI RIVER)",MEGHALAYA,"25.8358","90.78135"
"Class C",34,"CAUVERY AT SATHYAGALAM BRIDGE",CAUVERY,KARNATAKA,"12.25531","77.163515"
"NOT Class C",3438,"KALYANI RIVER AT U/S PANTNAGAR INDL AREA, US NAGAR","KALYANI RIVER",UTTARAKHAND,"28.978","79.399"
"NOT Class C",3439,"KALYANI RIVER AT D/S PANTNAGAR INDUSTRIAL AREA, US NAGAR","KALYANI RIVER",UTTARAKHAND,"28.932","79.388"
"NOT Class C",3553,"DAMODAR RIVER NEAR TELMUCHO BRIDGE",,JHARKHAND,"23.718122","86.201578"
"NOT Class C",3554,"KONAR RIVER NEAR SWANG COAL WASHERY, BOKARO",,JHARKHAND,"23.79413","85.863369"
"NOT Class C",3555,"DAMODAR RIVER NEAR ZARANGDIH BRIDGE, BOKARO",,JHARKHAND,"23.771032","85.913316"
"NOT Class C",3556,"CONFLUENCE OF BOKARO & DAMODAR RIVER NEAR ZARANGDIH BRIDGE,",,JHARKHAND,"23.746417","85.845914"
"NOT Class C",3557,"DAMODAR RIVER NEAR BERMO RAILWAY STATION, BOKARO",,JHARKHAND,"23.766122","86.022026"
"Class C",3566,"CAUVERY AT KRS DAM MANDYA",CAUVERY,KARNATAKA,"12.426193","76.572738"
"NOT Class C",3567,"SHIMSHA D/S NEAR MADDUAR TOWN",SHIMSHA,KARNATAKA,"12.584716","77.049787"
"Class C",3568,"CAUVERY AT WATER SUPPLY INTAKE POINT TO SRIRANGAPATNA TOWN",CAUVERY,KARNATAKA,"12.418848","76.682621"
"Class C",3569,"CAUVERY AT WATER SUPPLY INTAKE POINT TO MANDYA TOWN",CAUVERY,KARNATAKA,"12.427942","76.67245"
"Class C",3570,"CAUVERY D/S OF KR NAGAR BRIDGE",CAUVERY,KARNATAKA,"12.349387","76.29189"
"Class C",3571,"CAUVERY U/S OF KR NAGAR",CAUVERY,KARNATAKA,"12.344232","76.282887"
"NOT Class C",3572,"LAKSHMANTIRTHA AT WATER SUPPLY INTAKE POINT TO HUNSUR TOWN",LAKSHMANTIRTHA,KARNATAKA,"12.372439","76.411038"
"Class C",3573,"CAUVERY D/S OF KUSHALANAGAR TOWN",CAUVERY,KARNATAKA,"12.452203","75.957395"
"Class C",3576,"CAUVERY AT WATER SUPPLY INTAKE POINT TO MYSORE PUMP HOUSE",CAUVERY,KARNATAKA,"12.36569","76.620597"
"NOT Class C",3578,"CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI","CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT",KARNATAKA,"12.585609","77.04289"
"Class C",3579,"CAUVERY AT WATER SUPPLY INTAKE POINT AT KOLLEGALA DASANAPURA",CAUVERY,KARNATAKA,"12.259171","77.161325"
"Class C",3580,"SHIMSHA AT WATER SUPPLY INTAKE POINT AT MADDUAR",SHIMSHA,KARNATAKA,"12.584216","77.041515"
"Class C",3581,"CAUVERY AT WATER SUPPLY INTAKE POINT AT T K HALLI",CAUVERY,KARNATAKA,"12.414678","77.194984"
"NOT Class C",36,"KRISHNA AT KRISHNA BRIDGE, KARAD, KARAD, SATARA",KRISHNA,MAHARASHTRA,"17.295256","74.188776"
"Class C",37,"KRISHNA AT GAWALI GALLY,MIRAJ,SANGLI",KRISHNA,MAHARASHTRA,"16.824045","74.64951"
"Class C",3759,"DIKRONG RIVER NEAR BRIDGE AT NH-52,","DIKRONG RIVER NEAR BRIDGE",ASSAM,"27.101722","93.838085"
"Class C",3763,"GABHARU RIVER NEAR BRIDGE AT NH-52, NEAR TUMIUKI, SONITPUR","GABHARU RIVER NEAR BRIDGE",ASSAM,"26.779777","92.836601"
"NOT Class C",3764,"DHANSIRI RIVER NEAR BRIDGE AT NH-15, DHANSIRI BHALUKMARI JUNGLE, UDALGURI","DHANSIRI RIVER NEAR BRIDGE",ASSAM,"26.695365","92.256473"
"Class C",3776,"DIKHOW RIVER AT NAGINI MORA (INTER-STATE BOUNDARIES, ASSAM- NAGALAND)","DIKHOW RIVER",ASSAM,"26.814742","94.805697"
"Class C",3778,"DIKHOW RIVER AT DIKHOMUKH CONFLUENCE WITH BRAHAMPUTRA","DIKHOW RIVER",ASSAM,"26.999059","94.468503"
"NOT Class C",3781,"BRAHAMPUTRA RIVER AT BOGIBEEL BRIDGE, BOGIBEEL, DIBRUGARH","BRAHAMPUTRA RIVER",ASSAM,"27.412578","94.757007"
"Class C",3786,"GAI NADI/ RIVER AT SOMARAJAN, DHEMAJI","GAI NADI/ RIVER",ASSAM,"27.467718","94.557012"
"NOT Class C",3792,"DHANSIRI RIVER AT JAHAIGHAT","DHANSIRI RIVER",ASSAM,"25.234537","92.847473"
"Class C",3807,"DIGARU RIVER AT NH CROSSING","DIGARU RIVER",ASSAM,"26.120322","91.977702"
"NOT Class C",3821,"DIPLAI BEEL AT SILGARA, KOKRAJHAR","DIPLAI BEEL",ASSAM,"26.236174","90.300305"
"Class C",3832,"BETWA AT U/S NEAR ROAD BRIDGE ORCHHA",BETWA,"MADHYA PRADESH","25.393032","78.661879"
"Class C",3833,"BETWA AT RAJGHAT DAM, SAGAR",BETWA,"MADHYA PRADESH","23.726307","78.753626"
"Class C",3834,"SONE AT CHITAWAL NEAR ROAD BRIDGE CHITRANGI, DIST SINGROULI",SONE,"MADHYA PRADESH","24.549617","82.351214"
"Class C",3835,"GOPAD AT NIGARI, SARAI DIST, SINGROULI",GOPAD,"MADHYA PRADESH","24.044837","82.730077"
"Class C",3836,"SONE ON KACHAN DAM NEAR IMILYA NORTH COAL MINES VILL MAJHOULI, DIST SINGROULI",,"MADHYA PRADESH","24.161817","82.385269"
"NOT Class C",3846,"SONE AT JARWAHI NEAR ROAD BRIDGE, SHAHDOL",SONE,"MADHYA PRADESH","23.314763","81.459256"
"Class C",3848,"ANAS RIVER NEAR ROAD BRIDGE JHABUA",,"MADHYA PRADESH","22.769157","74.605708"
"Class C",3851,"SONE NEAR BHANVARSEN ROAD BRIDGE AFTER CONFLUENCE OF BANAS RIVER, DIST SIDHI",,"MADHYA PRADESH","24.485848","81.993897"
"Class C",3855,"BEAS D/S NADAUN BRIDGE, VILL BHADOLI",BEAS,"HIMACHAL PRADESH","31.791444","76.345222"
"Class C",3856,"SWAN RIVER U/S GAGRET","SWAN RIVER","HIMACHAL PRADESH","31.684629","76.075096"
"Class C",3857,"SWAN RIVER D/S GAGRET","SWAN RIVER","HIMACHAL PRADESH","31.662493","76.077951"
"Class C",3858,"SWAN RIVER U/S SANTOSHGARH BRIDGE","SWAN RIVER","HIMACHAL PRADESH","31.356798","76.310396"
"Class C",3859,"SWAN RIVER U/S UNA TOWN GHALLUWAL BRIDGE","SWAN RIVER","HIMACHAL PRADESH","31.482709","76.221968"
"Class C",3860,"GIRI RIVER D/S CEMENT CORPORATION OF INDIA, RAJBAN","GIRI RIVER","HIMACHAL PRADESH","30.526326","77.66857"
"Class C",3869,"SUTLEJ RIVER D/S TRT OF RAMPUR HYDEL ELECTRIC PROJECT","SUTLEJ RIVER","HIMACHAL PRADESH","31.399332","77.589413"
"Class C",3870,"SUTLEJ B/C WITH KARCHAM DRAIN",,"HIMACHAL PRADESH","31.500595","78.176732"
"Class C",3871,"SUTLEJ RIVER D/S POWER HOUSE KASHANG HEP","SUTLEJ RIVER","HIMACHAL PRADESH","31.599289","78.304295"
"Class C",3872,"SUTLEJ RIVER D/S TIDONG HEP","SUTLEJ RIVER","HIMACHAL PRADESH","31.575155","78.445304"
"NOT Class C",3876,"GIRI RIVER AFTER CONFLUENCE OF ASHWANI RIVER AT GIRIPUL, YASHWANT NAGAR","GIRI RIVER AFTER CONFLUENCE OF ASHWANI RIVER","HIMACHAL PRADESH","30.891819","77.21002"
"Class C",3877,"GIRI RIVER U/S LWSS AT SAINJ","GIRI RIVER U/S LWSS","HIMACHAL PRADESH","31.769476","77.306086"
"Class C",3878,"GIRI RIVER D/S LWSS AT SAINJ","GIRI RIVER D/S LWSS","HIMACHAL PRADESH","31.785054","77.330491"
"NOT Class C",3887,"MAHANADI AT SAMBALPUR FD/S T SHANKARMATH",MAHANADI,ODISHA,"21.391","83.977889"
"Class C",3888,"MAHANADI POWER CHANNEL U/S",,ODISHA,"21.493582","83.901828"
"NOT Class C",3890,"MAHANADI AT CUTTACK FD/S AT GATIRAUTAPATNA",MAHANADI,ODISHA,"20.437919","85.978858"
"Class C",3891,"KATHAJODI AT CUTTACK U/s",KATHAJODI,ODISHA,"20.4805","85.775961"
"NOT Class C",3892,"KATHJODI AT CUTTACK FD/s AT MATTAGAJPUR",KATHJODI,ODISHA,"20.432714","85.951767"
"Class C",3893,"KATHJODI AT CUTTACK FD/s AT KAMASASAN",KATHJODI,ODISHA,"20.351511","86.024825"
"Class C",3894,"DAYA AT GELAPUR",DAYA,ODISHA,"20.209517","85.851342"
"NOT Class C",3895,"DAYA AT KANAS",DAYA,ODISHA,"19.971978","85.616683"
"NOT Class C",3896,"GANGUA NEAR RAJDHANI ENGINEERING COLLEGE",,ODISHA,"20.332353","85.849592"
"NOT Class C",3897,"GANGUA AT PALASUNI",GANGUA,ODISHA,"20.304894","85.867533"
"NOT Class C",3898,"GANGUA AT SAMANTARAPUR",GANGUA,ODISHA,"20.225675","85.842164"
"NOT Class C",3899,"GANGUA AT VADIMULA",GANGUA,ODISHA,"20.140372","85.78135"
"NOT Class C",39,"KRISHNA AT GADWAL BRIDGE",KRISHNA,TELANGANA,"16.338826","77.610192"
"Class C",3900,"GOBARI AT KENDRAPARA U/s",GOBARI,ODISHA,"20.538867","86.386464"
"NOT Class C",3901,"GOBARI AT KENDRAPARA D/s",GOBARI,ODISHA,"20.504644","86.438661"
"Class C",3902,"DEVI AT MACCHGAON",DEVI,ODISHA,"20.064036","86.277083"
"NOT Class C",3903,"KUSHABHADRA AT BHINGARPUR",KUSHABHADRA,ODISHA,"20.26265","85.933058"
"NOT Class C",3904,"KUSHABHADRA AT NIMAPARA",KUSHABHADRA,ODISHA,"20.060761","86.005786"
"Class C",3905,"KUSHABHADRA AT GOP",KUSHABHADRA,ODISHA,"19.983075","86.01477"
"Class C",3906,"MANGALA AT PURI U/s MALATIPATPUR",MANGALA,ODISHA,"19.869631","85.659306"
"NOT Class C",3907,"MANGALA AT PURI D/s GOLASAHI",MANGALA,ODISHA,"19.813689","85.792191"
"NOT Class C",3908,"BHARGAVI AT CHANDANPUR",BHARGAVI,ODISHA,"19.892367","85.804156"
"Class C",3909,"KANSARI RIVER AT BANAPUR ROAD NEAR PURUSHOTTAMPUR","KANSARI RIVER",ODISHA,"19.785089","85.216181"
"Class C",3910,"BADASANKHA NADI NEAR LANGALESWAR",,ODISHA,"19.664692","85.165217"
"Class C",3911,"RATNACHIRA NADI AT KUMARADIHI","RATNACHIRA NADI",ODISHA,"19.899743","85.778318"
"Class C",3912,"NUNA NADI AT BIJIPUR","NUNA NADI",ODISHA,"19.949723","85.670002"
"NOT Class C",3913,"KUSUMI NADI NEAR TANGI (LAXMIDHARA PUR)",,ODISHA,"19.905792","85.371669"
"NOT Class C",3914,"SABULIA NADI NEAR RAMBHA (AT JAGANNATHPATNA)",,ODISHA,"19.53141","85.100654"
"Class C",3915,"KARO RIVER T BADBIL",,ODISHA,"22.125072","85.365375"
"NOT Class C",3916,"ROURKELA FD/s AT ATTAGHAT","ROURKELA FD/s",ODISHA,"22.150783","84.855344"
"NOT Class C",3917,"BRAHMANI AT MANDAPAL",BRAHMANI,ODISHA,"20.755446","85.612598"
"Class C",3918,"BRAHMANI AT DHENKANAL U/s",BRAHMANI,ODISHA,"20.746372","85.556042"
"Class C",3922,"KHARASROTA AT BINJHARPUR",KHARASROTA,ODISHA,"20.687111","86.507297"
"Class C",3931,"BANGURUSINGADA JHOR",,ODISHA,"20.770231","85.407953"
"Class C",3935,"BAITARNI RIVER AT NAIGARH","BAITARNI RIVER",ODISHA,"21.827047","85.440667"
"Class C",3936,"BAITARNI RIVER AT UNCHABALI","BAITARNI RIVER",ODISHA,"21.868089","85.444244"
"Class C",3937,"BAITARNI RIVER AT CHAMPUA","BAITARNI RIVER",ODISHA,"22.069525","85.670199"
"Class C",3938,"BAITARNI RIVER AT TRIBINDHA","BAITARNI RIVER",ODISHA,"21.815589","85.808328"
"Class C",3940,"SALANDI AT BHADRAK U/s",SALANDI,ODISHA,"21.062633","86.479447"
"NOT Class C",3941,"SALANDI AT BHADRAK D/s",SALANDI,ODISHA,"21.062606","86.503053"
"Class C",4,"MAHI AT SEVALIA",MAHI,GUJARAT,"22.81225","73.359778"
"NOT Class C",4000,"GARGA RIVER NEAR TELMUCHO BRIDGE",,JHARKHAND,"23.7127","86.192737"
"Class C",4004,"BRAHAMPUTRA RIVER AT BISWANATH GHAT","BRAHAMPUTRA RIVER",ASSAM,"26.660261","93.174272"
"NOT Class C",4005,"DISANG RIVER AT NH CROSSING","DISANG RIVER",ASSAM,"27.053317","94.67365"
"NOT Class C",4010,"LONGALAI RIVER NEAR CALCOM CEMENT PLANT",,ASSAM,"24.926699","92.752362"
"NOT Class C",4011,"TOCKLAI RIVER NEAR BRIDGE AT JORHAT","TOCKLAI RIVER NEAR BRIDGE",ASSAM,"26.732834","94.231503"
"Class C",4012,"TUNIA RIVER AT D/S BRPL","TUNIA RIVER",ASSAM,"26.4214","90.51945"
"Class C",4023,"MANJHI KHAD U/S DHARAMSHALA OF KHANIYARA","MANJHI KHAD","HIMACHAL PRADESH","32.214684","76.354446"
"Class C",4024,"MANJHI KHAD D/S DHARAMSHALA AT CHETRU","MANJHI KHAD D/S DHARAMSHALA","HIMACHAL PRADESH","32.156344","76.267619"
"Class C",4025,"MOL KHAD U/S PALAMPU","MOL KHAD","HIMACHAL PRADESH","32.129837","76.545715"
"Class C",4026,"MOL KHAD D/S PALAMPU","MOL KHAD","HIMACHAL PRADESH","32.125412","76.544342"
"Class C",4027,"RIVER GIRI D/S RAJGARH TOWN","RIVER GIRI","HIMACHAL PRADESH","30.799381","77.282001"
"Class C",4028,"RIVER GIRI D/S LAIGIDHAR TRUST, BARU SAHIB","RIVER GIRI","HIMACHAL PRADESH","30.760455","77.303572"
"Class C",4030,"SWAN RIVER B/C OF GARNI KHAD",,"HIMACHAL PRADESH","31.594396","76.144815"
"Class C",4031,"SWAN RIVER A/C GARNI KHAD",,"HIMACHAL PRADESH","31.576741","76.153032"
"Class C",4032,"SUTLEJ AT U/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR",SUTLEJ,"HIMACHAL PRADESH","31.339444","76.751667"
"Class C",4033,"SUTLEJ AT D/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR",SUTLEJ,"HIMACHAL PRADESH","31.358333","76.760278"
"Class C",4036,"RIVER ASHWANI, KUNNI PUL, VILL SAMAHU, PO KUNIHAR, TEHSIL ARKI",,"HIMACHAL PRADESH","31.086917","76.956937"
"Class C",4037,"RIVER BEAS D/S MANALSU NALLAH","RIVER BEAS","HIMACHAL PRADESH","32.254308","77.181865"
"Class C",4039,"RIVER PABBAR U/S HATKOTI","RIVER PABBAR","HIMACHAL PRADESH","31.131481","77.748914"
"NOT Class C",4053,"RIVER JHELUM AT BIJEHARA","RIVER JHELUM","JAMMU & KASHMIR","33.788097","75.10493"
"NOT Class C",4054,"RIVER JHELUM AT PANTHACHOWK","RIVER JHELUM","JAMMU & KASHMIR","34.038738","74.883134"
"NOT Class C",4059,"RIVER RAVI AT RANJIT SAGAR DAM, AT PANAGAR (BASOHIL)","RIVER RAVI","JAMMU & KASHMIR","32.495603","75.821496"
"NOT Class C",4060,"DAM-SITE AT THEIN","DAM-SITE","JAMMU & KASHMIR","32.413614","75.689685"
"NOT Class C",4061,"RIVER RAVI AT LAKHANPUR, 1 KM D/S FROM MADHOPUR BRIDGE","RIVER RAVI","JAMMU & KASHMIR","32.379336","75.59833"
"NOT Class C",4075,"MANWAR TAWI AT VILLAGE KALLAR (ABOUT 15 KM D/S SALAINI BRIDGE)","MANWAR TAWI","JAMMU & KASHMIR","33.383384","74.311059"
"NOT Class C",4076,"MANWAR TAWI AT NOWSHERA, CONFLUENCE POINT OF TRIBUTARIES IN MANWAR TAWI)","MANWAR TAWI","JAMMU & KASHMIR","34.129372","74.798881"
"NOT Class C",4079,"MANWAR TAWI AT TARHALI BRIDGE ( 5 KM U/S SALAINI BRIDGE)","MANWAR TAWI","JAMMU & KASHMIR","33.395643","74.317671"
"NOT Class C",4081,"SURAN RIVER RIVER BELOW SHER-E-KASHMIR BRIDGE AT POONCH","SURAN RIVER RIVER BELOW SHER-E-KASHMIR BRIDGE","JAMMU & KASHMIR","33.759848","74.095031"
"NOT Class C",4082,"RIVER RAVI AT BAJU NALLAH AT KHOKHYAL NEAR BARAGE, CONFLUENCE POINT OF SAHAR-KHAD AND KATHUA CITY NALLAHS","RIVER RAVI","JAMMU & KASHMIR","32.371085","75.566168"
"Class C",4083,"DAMODAR RIVER NEAR ROHINI PROJECT, NK AREA, PO-DAKRA, RANCHI",,JHARKHAND,"23.68358","85.008402"
"NOT Class C",4084,"SURBARNREKHA RIVER AT HATIA ROAD BRIDGE, RANCHI","SURBARNREKHA RIVER",JHARKHAND,"23.283318","85.308705"
"NOT Class C",4085,"JUMAR RIVER AT BIT MESRA, RANCHI","JUMAR RIVER",JHARKHAND,"23.411517","85.402979"
"NOT Class C",4086,"SUBARNREKHA RIVER U/S HINDALCO IND LTD, MURLI WORKS, CHHOTAMURI, RANCHI","SUBARNREKHA RIVER",JHARKHAND,"23.379164","85.874886"
"Class C",4099,"CAUVERY RIVER D/S BARACHUKI FALLS, SATHEGALA, KOLLEGALA","CAUVERY RIVER",KARNATAKA,"12.28783","77.183667"
"Class C",41,"KABINI AT CAUSE WAY SATTUR",KABINI,KARNATAKA,"12.166761","76.792908"
"NOT Class C",4109,"CAUVERY RIVER BEFORE CONFLUENCE AT SANGAM","CAUVERY RIVER BEFORE CONFLUENCE",KARNATAKA,"12.407656","76.72181"
"Class C",4161,"CONFLUENCE POINT OF SARSA NADI WITH WITH RIVER SUTLEJ, NR VILL ASPUR, ROOPNAGAR",,PUNJAB,"31.057309","76.540857"
"Class C",4164,"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",,PUNJAB,"31.910587","75.54461"
"NOT Class C",4259,"SAMPLE FROM NAGARJUNA SAGAR DAM SPILL WAY",,TELANGANA,"16.575864","79.312177"
"NOT Class C",4291,"SIKRANA AT LAURIA- NARKATIAGANJ ROAD BRIDGE, WEST CHAMPARAN",SIKRANA,BIHAR,"27.105633","84.454622"
"NOT Class C",4292,"DAHA AT U/S SASAMUSA, GOPALGANJ",DAHA,BIHAR,"26.231264","84.354868"
"NOT Class C",4293,"U/S KOHRA, RAJ GHAT, MANJHAULIA, WEST CHAMPARAN",,BIHAR,"26.78378","84.65578"
"NOT Class C",4294,"D/S KOHRA, RAJ GHAT, MANJHAULIA,",,BIHAR,"26.784669","84.655511"
"NOT Class C",4295,"BURHI GANDAK AT KHAGARIA ROAD BRIDGE, KHAGARIA","BURHI GANDAK",BIHAR,"25.501374","86.479837"
"NOT Class C",4297,"KACHCHI-DARGAH-BIDUPUR ROAD BRIDGE, PATNA",,BIHAR,"25.548238","85.279377"
"NOT Class C",4298,"ROAD BRIDGE-DEHRI-ON- SONE, ROHTAS",,BIHAR,"24.902545","84.195807"
"NOT Class C",4299,"KAMLA AT JEEWACH GHAT, DARBHANGA",KAMLA,BIHAR,"26.195014","85.998259"
"NOT Class C",4300,"BURHI GANDAK AT LAL BAGLA GHAT, MOTIHARI DHAKA ROAD, EAST CHAMPARAN","BURHI GANDAK",BIHAR,"26.660087","85.01303"
"NOT Class C",4301,"BAKHTIYARPUR-TAJPUR BRIDGE ON GANGA, ATHMALGOLA, PATNA",,BIHAR,"25.655635","85.096308"
"Class C",4329,"LARSING RIVER NEAR LOCL DEPO AT MOINARBOND","LARSING RIVER NEAR LOCL DEPO",ASSAM,"24.854133","92.82625"
"Class C",4331,"DOWNSTREAM OF DHATESHWARI RIVER AT HAILAKANDI","DOWNSTREAM OF DHATESHWARI RIVER",ASSAM,"24.679936","92.560945"
"Class C",4332,"DEMOW RIVER DEMOW TOWN",,ASSAM,"27.130021","94.738353"
"Class C",4336,"BORSILA RIVER AT BORSILA, DEOPANI, NAMTI","BORSILA RIVER",ASSAM,"26.786797","94.627518"
"Class C",4341,"BARNADI RIVER NEAR BRIDGE, NH-52, DUMUNICHOWKI KAMRUP",,ASSAM,"26.348056","91.816389"
"Class C",4342,"BARALIA RIVER (NEAR CHATPUJA GHAT) RANGIA, KAMRUP (R )",,ASSAM,"26.437483","91.624267"
"Class C",4343,"BURADIA RIVER (NEAR BRIDGE ALONG NH-31) NALBARI",,ASSAM,"26.458611","91.395278"
"Class C",4345,"SINGRA RIVER (NEAR BRIDGE ALONG NH-37) BOKO, KAMRUP (R )",,ASSAM,"25.943333","91.148889"
"NOT Class C",4397,"DAHA RIVER D/S RAJENDRA ROAD BRIDE SIWAN","DAHA RIVER",BIHAR,"26.222569","84.354022"
"NOT Class C",4398,"GANGA RIVER AT WATER INTAKE POINT, BHAGALPUR","GANGA RIVER",BIHAR,"25.257757","86.978188"
"NOT Class C",4399,"HARHA RIVER AT BAGHA, LAURIYA ROAD BRIDGE","HARHA RIVER",BIHAR,"27.096767","84.121881"
"NOT Class C",4400,"RIVER LAKHANDEI SITAMARHI U/S",,BIHAR,"26.588526","85.499289"
"NOT Class C",4402,"MANUSMAR AT PARSHURAMPUR, RIGA - BELSUND ROAD,",MANUSMAR,BIHAR,"25.527166","85.396373"
"NOT Class C",4403,"BURHI GANDAK AT BARACHAKIA, EAST CHAMPARAN","BURHI GANDAK",BIHAR,"26.415383","85.066452"
"NOT Class C",4404,"GANGI AT ARA, D/S",GANGI,BIHAR,"25.724543","84.825249"
"NOT Class C",4405,"RIVER DHOUS AT MADHWAPUR, MADHUBANI","RIVER DHOUS",BIHAR,"26.411533","86.237133"
"NOT Class C",4406,"SONE AT OBRA, AURANGABAD",SONE,BIHAR,"24.885016","84.213799"
"NOT Class C",4407,"SONE AT WATER INTAKE POINT BHARTIYA RAIL BIJALI CO. LTD (BRBCL) NAVINAGAR, AURANGABAD",SONE,BIHAR,"24.887181","84.2106"
"Class C",4424,"RAW WATER FROM AT GUMMA NAUTI KHAD","RAW WATER FROM","HIMACHAL PRADESH","31.9513","77.141019"
"Class C",4427,"RIVER GIRI U/S CHAILLA","RIVER GIRI","HIMACHAL PRADESH","30.914863","77.243539"
"Class C",4428,"U/S OF WEIR SITE OF WTP NEAR ASHWANI BRIDGE",,"HIMACHAL PRADESH","31.075267","77.153808"
"NOT Class C",4429,"D/S OF ASHWANI KHAD (AFTER CONFLUENCE OF LIFT NALLAH)",,"HIMACHAL PRADESH","31.027695","77.176476"
"NOT Class C",4431,"SHIKARI BEFORE CONFLUENCE TO RIVER PABBAR NEAR HRTC ROHRU BUS STAND",,"HIMACHAL PRADESH","31.203302","77.750076"
"Class C",4432,"DHAULI KHAD AT CHARAN GANGA MEDI","DHAULI KHAD","HIMACHAL PRADESH","31.52808","76.161891"
"Class C",4433,"SWAN RIVER D/S OF UNA AT RAMPUR BRIDGE","SWAN RIVER D/S OF UNA","HIMACHAL PRADESH","31.480187","76.222113"
"Class C",4435,"RIVER BEAS U/S SUJANPUR TIHRA","RIVER BEAS","HIMACHAL PRADESH","31.834143","76.494413"
"Class C",4436,"RIVER BEAS D/S SUJANPUR TIHRA","RIVER BEAS","HIMACHAL PRADESH","31.838933","76.510001"
"Class C",4437,"RIVER BEAS U/S NADAUM TOWN","RIVER BEAS","HIMACHAL PRADESH","31.783778","76.339531"
"Class C",4438,"RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD","RIVER BEAS","HIMACHAL PRADESH","31.773095","76.315363"
